GEOID,NAME,estimate_2011-2015,estimate_2016-2020,moe_2011-2015,moe_2016-2020,change,se_1,se_2,se_diff,moe_diff,z,significant,geometry
06075031302,"Census Tract 313.02, San Francisco County, California",78904,123110,8588,22605,44206,5220.668693009118,13741.641337386018,14699.934974261678,24181.39303266046,3.007224186868915,TRUE,"list(list(c(-122.472672, -122.471457, -122.468017, -122.468036, -122.466235, -122.46264, -122.462615, -122.462602, -122.462569, -122.462556, -122.460858, -122.465994, -122.468939, -122.469236, -122.471319, -122.471215, -122.471355, -122.471472, -122.472672, 37.717248, 37.716085, 37.716103, 37.7179, 37.717912, 37.717936, 37.715619, 37.714308, 37.71315, 37.711254, 37.710586, 37.710154, 37.708232, 37.708232, 37.708305, 37.708939, 37.712802, 37.713427, 37.717248)))"
06075032601,"Census Tract 326.01, San Francisco County, California",111814,134672,11554,17229,22858,7023.70820668693,10473.55623100304,12610.624770274626,20744.47774710176,1.8125985362660357,TRUE,"list(list(c(-122.484763, -122.477261, -122.477116, -122.476974, -122.476762, -122.47687, -122.484365, -122.484496, -122.484627, -122.484763, 37.76516, 37.765486, 37.763562, 37.761701, 37.759837, 37.759832, 37.759501, 37.76137, 37.763231, 37.76516)))"
06075032602,"Census Tract 326.02, San Francisco County, California",89497,154620,9494,25729,65123,5771.428571428572,15640.729483282674,16671.586802831036,27424.760290657054,3.9062268499205683,TRUE,"list(list(c(-122.486906, -122.484763, -122.484627, -122.484496, -122.484365, -122.47687, -122.476699, -122.4766, -122.479817, -122.484104, -122.486248, -122.486382, -122.486512, -122.48664, -122.48677, -122.486906, 37.765054, 37.76516, 37.763231, 37.76137, 37.759501, 37.759832, 37.757968, 37.756108, 37.755966, 37.755777, 37.755683, 37.757542, 37.759407, 37.761276, 37.763137, 37.765054)))"
06075032700,"Census Tract 327, San Francisco County, California",117453,166070,11883,21589,48617,7223.70820668693,13124.012158054711,14980.709441816298,24643.26703178781,3.245306918796067,TRUE,"list(list(c(-122.496085, -122.493336, -122.486906, -122.48677, -122.48664, -122.486512, -122.486382, -122.486248, -122.492675, -122.495433, -122.495555, -122.495692, -122.495822, -122.49595, -122.496085, 37.764675, 37.764774, 37.765054, 37.763137, 37.761276, 37.759407, 37.757542, 37.755683, 37.755398, 37.755273, 37.757137, 37.759001, 37.760871, 37.762732, 37.764675)))"
06075032801,"Census Tract 328.01, San Francisco County, California",109508,147525,14706,27223,38017,8939.817629179332,16548.936170212764,18809.24314290083,30941.204970071863,2.0211871212026282,TRUE,"list(list(c(-122.485727, -122.479296, -122.479426, -122.476221, -122.476131, -122.476007, -122.475854, -122.475726, -122.485335, -122.485466, -122.485597, -122.485727, 37.74822, 37.748504, 37.750368, 37.750509, 37.748643, 37.746778, 37.744915, 37.743049, 37.742626, 37.744493, 37.746354, 37.74822)))"
06075032802,"Census Tract 328.02, San Francisco County, California",98406,148815,10662,29266,50409,6481.458966565349,17790.881458966564,18934.750418800628,31147.664438927033,2.6622479243216253,TRUE,"list(list(c(-122.486248, -122.484104, -122.479817, -122.4766, -122.476355, -122.476221, -122.479426, -122.479296, -122.485727, -122.485857, -122.485988, -122.486118, -122.486248, 37.755683, 37.755777, 37.755966, 37.756108, 37.752376, 37.750509, 37.750368, 37.748504, 37.74822, 37.750085, 37.751951, 37.753815, 37.755683)))"
06075032901,"Census Tract 329.01, San Francisco County, California",119594,154147,18037,20164,34553,10964.741641337387,12257.75075987842,16446.215763894685,27054.024931606757,2.100969639219751,TRUE,"list(list(c(-122.495046, -122.485857, -122.485727, -122.485597, -122.485466, -122.485335, -122.494504, -122.494646, -122.494774, -122.494911, -122.495046, 37.749681, 37.750085, 37.74822, 37.746354, 37.744493, 37.742626, 37.742222, 37.744089, 37.745949, 37.747814, 37.749681)))"
06075032902,"Census Tract 329.02, San Francisco County, California",108938,155954,18864,28219,47016,11467.477203647417,17154.407294832825,20634.357829920144,33943.518630218634,2.278529837833192,TRUE,"list(list(c(-122.495433, -122.492675, -122.486248, -122.486118, -122.485988, -122.485857, -122.495046, -122.495165, -122.495307, -122.495433, 37.755273, 37.755398, 37.755683, 37.753815, 37.751951, 37.750085, 37.749681, 37.751543, 37.75341, 37.755273)))"
06075033100,"Census Tract 331, San Francisco County, California",145376,141630,16595,18825,-3746,10088.145896656535,11443.768996960485,15255.508398215448,25095.311315064413,-0.2455506497861584,FALSE,"list(list(c(-122.499059, -122.496564, -122.493784, -122.491294, -122.485855, -122.485518, -122.480254, -122.479547, -122.475189, -122.475173, -122.474972, -122.480015, -122.48193, -122.485302, -122.486179, -122.486606, -122.48889, -122.492161, -122.493529, -122.497017, -122.499059, 37.731576, 37.733856, 37.733989, 37.734096, 37.734182, 37.734356, 37.73459, 37.734619, 37.734762, 37.734562, 37.731072, 37.731148, 37.731172, 37.730946, 37.730879, 37.729555, 37.730257, 37.728836, 37.729594, 37.729303, 
37.731576)))"
06075033201,"Census Tract 332.01, San Francisco County, California",39786,72887,7065,17392,33101,4294.83282674772,10572.644376899696,11411.678146972888,18772.2105517704,2.9006250941962044,TRUE,"list(list(c(-122.486179, -122.485302, -122.48193, -122.480015, -122.474972, -122.474634, -122.474745, -122.475347, -122.478988, -122.479631, -122.484909, -122.483811, -122.486606, -122.486179, 37.730879, 37.730946, 37.731172, 37.731148, 37.731072, 37.728992, 37.726936, 37.720914, 37.720844, 37.719663, 37.724032, 37.727029, 37.729555, 37.730879)))"
06075033203,"Census Tract 332.03, San Francisco County, California",66173,101473,7088,24986,35300,4308.814589665653,15189.05775075988,15788.393158394376,25971.90674555875,2.2358196711887484,TRUE,"list(list(c(-122.485124, -122.484832, -122.483143, -122.483205, -122.479981, -122.478674, -122.47724, -122.475818, -122.474383, -122.474528, -122.472672, -122.471472, -122.471355, -122.472269, -122.477016, -122.485275, -122.485124, 37.718575, 37.718571, 37.718517, 37.717585, 37.716942, 37.717903, 37.717709, 37.716891, 37.717507, 37.719065, 37.717248, 37.713427, 37.712802, 37.712838, 37.714593, 37.714823, 37.718575)))"
06075033204,"Census Tract 332.04, San Francisco County, California",61519,95025,8743,14187,33506,5314.893617021276,8624.316109422492,10130.494682664703,16664.663752983437,3.307439670970407,TRUE,"list(list(c(-122.484909, -122.479631, -122.478988, -122.475347, -122.47537, -122.474528, -122.474383, -122.475818, -122.47724, -122.478674, -122.479981, -122.483205, -122.483143, -122.484832, -122.485124, -122.484909, 37.724032, 37.719663, 37.720844, 37.720914, 37.720275, 37.719065, 37.717507, 37.716891, 37.717709, 37.717903, 37.716942, 37.717585, 37.718517, 37.718571, 37.718575, 37.724032)))"
